,ID,y,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries
1362,0x1fe6,1,39.0,2,122978.43,10248.2025,0,1,9,3.0,14,4.0,3.33,2.0
1363,0x1fe7,1,39.0,2,122978.43,10514.2025,0,1,9,3.0,12,2.0,10.33,6.0
1364,0x1fe8,1,39.0,2,122978.43,10514.2025,0,1,9,3.0,14,4.0,7.33,2.0
1367,0x1feb,1,39.0,2,122978.43,10514.2025,0,1,9,3.0,11,4.0,7.33,3.0
1368,0x1fec,1,40.0,12,122978.43,10514.2025,0,1,9,3.0,14,4.0,7.33,3.0
1369,0x1fed,1,40.0,2,122978.43,10514.2025,0,1,9,3.0,14,3.0,2.33,3.0
1370,0x200a,0,28.0,2,7709.625,642.46875,7,9,31,6.0,28,18.0,12.01,12.0
1371,0x200b,0,28.0,2,7709.625,625.46875,7,9,31,6.0,30,18.0,19.01,12.0
1372,0x200c,0,28.0,2,7709.625,642.46875,7,9,31,6.0,29,18.0,12.01,12.0
1373,0x200e,0,28.0,2,7709.625,625.46875,7,9,31,6.0,28,18.0,16.009999999999998,14.0
1374,0x200f,0,29.0,2,7709.625,625.46875,7,9,31,6.0,25,21.0,12.01,14.0
1375,0x2010,0,29.0,2,7709.625,625.46875,7,9,31,6.0,28,18.0,12.01,14.0
1376,0x2011,0,29.0,2,7709.625,625.46875,7,9,31,6.0,28,18.0,12.01,14.0
1377,0x2016,1,53.0,6,34547.54,2994.961666666666,6,6,5,1.0,21,13.0,3.59,1.0
1378,0x2018,1,53.0,6,34547.54,2994.961666666666,6,6,5,1.0,19,11.0,3.59,1.0
1379,0x2019,1,54.0,6,34547.54,2994.961666666666,6,6,5,1.0,19,13.0,3.59,1.0
1380,0x201a,1,54.0,6,34547.54,2994.961666666666,6,6,5,1.0,19,10.0,1.59,1.0
1381,0x201b,1,54.0,6,34547.54,2994.961666666666,6,6,5,1.0,19,10.0,3.59,1.0
1382,0x201c,1,54.0,6,34547.54,2994.961666666666,6,6,5,1.0,19,13.0,3.59,6.0
1383,0x201d,1,54.0,6,34547.54,2994.961666666666,6,6,5,1.0,20,14.0,3.59,6.0
1385,0x2030,1,19.0,4,20354.85,1696.2375,8,6,30,7.0,36,24.0,23.66,10.0
1386,0x2031,1,19.0,4,20354.85,1403.2375,8,6,30,7.0,36,24.0,23.66,10.0
1387,0x2032,1,19.0,4,20354.85,1403.2375,8,6,30,7.0,36,21.0,23.66,10.0
1389,0x2034,1,19.0,4,20354.85,1403.2375,8,6,30,7.0,36,24.0,23.66,10.0
1391,0x203a,0,40.0,5,46113.81,3842.8175,7,5,24,2.0,15,9.0,11.77,6.0
1392,0x203b,0,40.0,5,46113.81,3953.8175,7,5,24,2.0,19,8.0,12.77,6.0
1393,0x203d,0,40.0,5,46113.81,3842.8175,7,5,24,2.0,19,9.0,11.77,6.0
1394,0x203f,0,40.0,12,46113.81,3953.8175,7,5,24,2.0,24,9.0,11.77,6.0
1395,0x2040,1,40.0,5,46113.81,3842.8175,7,5,24,2.0,19,12.0,11.77,9.0
1396,0x2041,0,40.0,5,46113.81,3953.8175,7,5,24,2.0,19,14.0,11.77,9.0
1397,0x2046,0,14.0,3,8882.47,555.2058333333333,9,7,19,7.0,44,15.0,15.62,7.0
1399,0x2048,0,14.0,3,8882.47,555.2058333333333,9,7,19,7.0,40,16.0,15.62,7.0
1400,0x204a,1,15.0,3,8882.47,555.2058333333333,9,7,19,7.0,40,13.0,15.62,7.0
1401,0x204b,1,15.0,3,8882.47,555.2058333333333,9,7,19,7.0,40,15.0,8.62,7.0
1402,0x204d,1,15.0,3,8882.47,555.2058333333333,9,7,19,7.0,40,18.0,15.62,7.0
1403,0x2052,0,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,18,25.0,3.99,9.0
1404,0x2053,0,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,22,22.0,3.99,13.0
1405,0x2054,0,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,18,22.0,3.99,13.0
1406,0x2055,1,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,16,22.0,3.99,13.0
1407,0x2056,0,26.0,12,34128.92,2844.0766666666664,6,8,31,6.0,18,22.0,3.99,13.0
1408,0x2057,0,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,23,20.0,3.99,13.0
1409,0x2058,0,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,18,22.0,3.99,13.0
1410,0x2059,0,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,18,19.0,3.99,13.0
1411,0x205e,1,43.0,13,29042.45,2252.204166666667,3,5,5,1.0,5,16.0,9.72,3.0
1412,0x205f,1,43.0,13,29042.45,2252.204166666667,3,5,5,1.0,5,13.0,9.72,4.0
1413,0x2060,1,43.0,13,29042.45,2252.204166666667,3,5,5,1.0,5,16.0,9.72,4.0
1418,0x2065,1,43.0,13,29042.45,2420.204166666667,3,5,5,1.0,5,14.0,9.72,4.0
1419,0x206b,1,32.0,1,26716.09,2372.340833333333,4,5,6,3.0,30,17.0,4.1,1.0
1420,0x206d,1,33.0,1,26716.09,2372.340833333333,4,5,6,3.0,30,17.0,4.1,1.0
1421,0x206e,1,33.0,1,26716.09,2372.340833333333,4,5,6,3.0,30,14.0,6.1,1.0
1422,0x206f,1,33.0,1,26716.09,2226.340833333333,4,5,6,3.0,32,16.0,4.1,1.0
1423,0x2070,1,33.0,1,26716.09,2226.340833333333,4,5,6,3.0,27,16.0,4.1,1.0
1424,0x2071,1,33.0,1,26716.09,2372.340833333333,4,5,6,3.0,30,17.0,3.1,1.0
1425,0x2076,0,14.0,3,74733.44,5933.786666666668,9,6,19,5.0,17,20.0,28.48,9.0
1426,0x2077,0,14.0,3,74733.44,5933.786666666668,9,6,19,5.0,17,20.0,22.48,9.0
1427,0x2078,0,14.0,3,74733.44,5933.786666666668,9,6,19,5.0,17,20.0,22.48,12.0
1428,0x2079,1,14.0,3,74733.44,5933.786666666668,9,6,19,5.0,17,18.0,22.48,12.0
1430,0x207b,1,14.0,3,74733.44,6227.786666666667,9,6,19,5.0,14,20.0,22.48,12.0
1432,0x207d,1,14.0,3,74733.44,5229.153085071379,9,6,19,5.0,17,20.0,22.48,12.0
1433,0x2082,0,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,24.0,24.6,12.0
1434,0x2083,1,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,24.0,19.6,12.0
1435,0x2084,0,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,24.0,25.6,12.0
1436,0x2085,1,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,26.0,19.6,17.0
1437,0x2086,1,44.0,10,8681.77,723.4808333333334,6,9,23,7.0,44,21.0,19.6,17.0
1438,0x2087,1,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,24.0,12.6,17.0
1439,0x2088,1,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,22.0,19.6,17.0
1440,0x2089,1,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,21.0,19.6,17.0
1441,0x208e,1,37.0,10,10034.55,836.2125,4,4,28,6.0,26,11.0,12.65,5.0
1442,0x208f,0,38.0,10,10034.55,719.2125,4,4,28,6.0,24,9.0,12.65,5.0
1443,0x2091,0,38.0,10,10034.55,719.2125,4,4,28,6.0,25,12.0,10.65,7.0
1444,0x2092,0,38.0,10,10034.55,719.2125,4,4,28,6.0,29,9.0,6.65,7.0
1445,0x2093,0,38.0,10,10034.55,719.2125,4,4,28,6.0,26,9.0,9.41,7.0
1446,0x2094,1,38.0,10,10034.55,719.2125,4,4,28,6.0,24,7.0,12.65,6.0
1447,0x2095,1,38.0,10,10034.55,719.2125,4,4,28,6.0,24,9.0,12.65,7.0
1448,0x209b,1,40.0,14,20540.49,1859.7075,0,4,8,1.0,3,0.0,7.09,2.0
1449,0x209d,1,40.0,14,20540.49,1859.7075,0,4,8,1.0,5,3.0,7.09,2.0
1450,0x209e,1,40.0,12,20540.49,1859.7075,0,4,8,1.0,3,3.0,9.09,2.0
1451,0x209f,1,40.0,12,20540.49,1859.7075,0,4,8,1.0,3,3.0,7.09,2.0
1452,0x20a0,1,40.0,14,20540.49,1859.7075,0,4,8,1.0,-1,6.0,7.09,2.0
1453,0x20a1,1,41.0,14,20540.49,1859.7075,0,4,8,1.0,3,3.0,5.09,2.0
1454,0x20a6,1,51.0,11,38175.39,3287.2825,1,2,7,3.0,0,8.0,11.81,2.0
1455,0x20a7,1,51.0,11,38175.39,3287.2825,1,2,7,3.0,1,8.0,10.81,2.0
1456,0x20a8,1,51.0,11,38175.39,3287.2825,1,2,7,3.0,1,8.0,11.81,2.0
1457,0x20a9,1,51.0,12,38175.39,3287.2825,1,2,7,3.0,1,8.0,11.81,2.0
1459,0x20ab,1,52.0,11,38175.39,3287.2825,1,2,7,3.0,1,7.0,11.81,2.0
1461,0x20ad,1,52.0,11,38175.39,3287.2825,1,2,7,3.0,1,8.0,11.81,2.0
1462,0x20b2,0,22.0,0,116594.91,9836.2425,5,6,10,2.0,10,14.0,8.47,0.0
1463,0x20b3,0,22.0,0,116594.91,9836.2425,5,6,10,2.0,10,1.0,8.47,0.0
1464,0x20b4,0,22.0,0,116594.91,9716.2425,5,6,10,2.0,10,1.0,9.47,0.0
1465,0x20b5,1,22.0,0,116594.91,9836.2425,5,6,10,2.0,10,4.0,6.4700000000000015,0.0
1467,0x20b8,1,22.0,0,116594.91,9836.2425,5,6,10,2.0,10,7.0,8.47,0.0
1468,0x20b9,1,22.0,0,116594.91,9836.2425,5,6,10,2.0,10,3.0,8.47,0.0
1469,0x20be,1,48.0,8,24894.05,2371.5041666666666,8,3,8,0.0,22,10.0,7.3,4.0
1470,0x20bf,1,48.0,8,24894.05,2371.5041666666666,8,3,8,0.0,21,13.0,2.3,4.0
1471,0x20c0,1,48.0,8,24894.05,2371.5041666666666,8,3,8,0.0,21,10.0,2.3,4.0
1473,0x20c2,1,48.0,12,24894.05,2371.5041666666666,8,3,8,0.0,21,12.0,2.3,5.0
1474,0x20c3,1,48.0,8,24894.05,2371.5041666666666,8,3,8,0.0,21,11.0,3.3,5.0
1475,0x20c5,1,49.0,8,24894.05,2371.5041666666666,8,3,8,0.0,23,14.0,2.3,5.0
1476,0x20ca,0,38.0,14,39399.9,3487.3250000000007,6,6,17,2.0,27,19.0,18.62,12.0
1477,0x20cb,0,38.0,14,39399.9,3487.3250000000007,6,6,17,2.0,27,17.0,18.62,12.0
1478,0x20cc,0,38.0,12,39399.9,3487.3250000000007,6,6,17,2.0,26,18.0,18.62,12.0
1479,0x20cd,0,38.0,14,39399.9,3487.3250000000007,6,6,17,2.0,25,18.0,18.62,12.0
1480,0x20ce,0,38.0,14,39399.9,3487.3250000000007,6,6,17,2.0,27,14.0,18.62,12.0
1481,0x20cf,0,38.0,14,39399.9,3487.3250000000007,6,6,17,2.0,26,18.0,18.62,15.0
1482,0x20d0,0,38.0,14,39399.9,3487.3250000000007,6,6,17,2.0,27,18.0,18.62,15.0
1483,0x20d1,0,39.0,14,39399.9,3487.3250000000007,6,6,17,2.0,27,18.0,18.62,15.0
1486,0x20d8,1,24.0,11,142113.96,11903.83,6,4,17,3.0,21,12.0,18.1,8.0
1487,0x20d9,1,25.0,11,142113.96,11903.83,6,4,17,3.0,21,13.0,18.1,9.0
1488,0x20da,1,25.0,11,142113.96,11903.83,6,4,17,3.0,21,12.0,18.1,9.0
1489,0x20db,1,25.0,11,142113.96,11903.83,6,4,17,3.0,21,12.0,18.1,9.0
1491,0x20dd,1,25.0,11,142113.96,11903.83,6,4,17,3.0,18,12.0,18.1,9.0
1493,0x20e5,0,47.0,9,65299.38,5441.615,4,5,8,2.0,5,0.0,5.68,1.0
1494,0x20e6,0,47.0,9,65299.38,5305.615,4,5,8,2.0,7,14.0,5.68,1.0
1495,0x20e8,0,48.0,9,65299.38,5305.615,4,5,8,2.0,10,0.0,5.68,2.0
1496,0x20e9,0,48.0,9,65299.38,5305.615,4,5,8,2.0,10,0.0,5.68,2.0
1497,0x20ef,1,52.0,8,33200.52,2755.71,6,4,20,2.0,25,15.0,9.59,4.0
1499,0x20f2,1,52.0,8,33200.52,2755.71,6,4,20,2.0,25,18.0,9.59,4.0
1500,0x20f3,1,52.0,8,33200.52,2755.71,6,4,20,2.0,25,18.0,9.59,4.0
1501,0x20f4,1,52.0,8,33200.52,2755.71,6,4,20,2.0,25,16.0,12.59,4.0
1502,0x20f5,1,52.0,8,33200.52,2755.71,6,4,20,2.0,25,18.0,8.59,7.0
1503,0x20fa,1,40.0,1,82289.36,6951.446666666668,8,8,22,5.0,29,17.0,18.75,11.0
1504,0x20fb,1,40.0,1,82289.36,6951.446666666668,8,8,22,5.0,29,16.0,18.75,11.0
1505,0x20fc,0,40.0,1,82289.36,6951.446666666668,8,8,22,5.0,29,16.0,18.75,11.0
1508,0x2100,0,41.0,1,82289.36,6951.446666666668,8,8,22,5.0,29,16.0,18.75,12.0
1509,0x2101,0,41.0,1,82289.36,6951.446666666668,8,8,22,5.0,29,16.0,18.75,12.0
1510,0x2106,0,39.0,5,7792.475,573.3729166666667,6,7,16,7.0,16,18.0,16.6,9.0
1511,0x2108,0,39.0,5,7792.475,573.3729166666667,6,7,16,7.0,19,15.0,20.6,9.0
1512,0x2109,0,39.0,5,7792.475,649.3729166666667,6,7,16,7.0,16,18.0,16.6,9.0
1513,0x210a,0,39.0,5,7792.475,573.3729166666667,6,7,16,7.0,16,18.0,16.6,9.0
1514,0x210c,1,39.0,5,7792.475,573.3729166666667,6,7,16,7.0,19,18.0,12.6,10.0
1515,0x2112,1,36.0,15,65778.22,5481.518333333333,5,3,11,4.0,26,14.0,11.6,4.0
1516,0x2114,1,36.0,15,65778.22,5561.5183333333325,5,3,11,4.0,26,15.0,11.6,6.0
1517,0x2115,1,36.0,15,65778.22,5481.518333333333,5,3,11,4.0,23,17.0,9.41,6.0
1518,0x2116,1,36.0,15,65778.22,5561.5183333333325,5,3,11,4.0,31,16.0,11.6,6.0
1519,0x2117,1,36.0,15,65778.22,5561.5183333333325,5,3,11,4.0,22,15.0,11.6,6.0
1521,0x211e,1,44.0,14,12016.0,729.3333333333335,6,3,14,3.0,31,10.0,15.23,0.0
1522,0x211f,1,44.0,14,12016.0,729.3333333333335,6,3,14,3.0,27,7.0,15.23,0.0
1523,0x2120,1,44.0,14,12016.0,1001.3333333333334,6,3,14,3.0,29,10.0,15.23,0.0
1525,0x2122,1,44.0,14,12016.0,729.3333333333335,6,3,14,3.0,27,10.0,15.23,0.0
1527,0x2124,1,44.0,14,12016.0,729.3333333333335,6,3,14,3.0,27,10.0,15.23,0.0
1528,0x2125,1,44.0,14,12016.0,729.3333333333335,6,3,14,3.0,30,10.0,15.23,0.0
1529,0x212a,1,50.0,14,19180.87,1688.405833333333,8,4,18,4.0,7,17.0,5.32,1.0
1530,0x212b,1,50.0,14,19180.87,1688.405833333333,8,4,18,4.0,4,17.0,9.32,1.0
1531,0x212c,1,50.0,14,19180.87,1688.405833333333,8,4,18,4.0,5,18.0,9.32,1.0
1532,0x212d,1,50.0,14,19180.87,1688.405833333333,8,4,18,4.0,5,17.0,12.32,6.0
1533,0x212e,1,50.0,12,19180.87,1688.405833333333,8,4,18,4.0,9,16.0,12.32,6.0
1534,0x212f,1,50.0,14,19180.87,1598.4058333333332,8,4,18,4.0,5,17.0,5.32,6.0
1535,0x2131,1,50.0,14,19180.87,1688.405833333333,8,4,18,4.0,5,17.0,9.32,6.0
1536,0x2136,0,30.0,5,60552.76,4950.0633333333335,3,7,12,3.0,30,11.0,9.72,4.0
1537,0x2138,0,30.0,5,60552.76,4950.0633333333335,3,7,12,3.0,26,11.0,9.72,4.0
1538,0x213b,1,31.0,5,60552.76,4950.0633333333335,3,7,12,3.0,34,14.0,9.72,4.0
1541,0x2142,0,40.0,9,44386.47,3698.8725,10,6,26,9.0,31,25.0,6.95,12.0
1542,0x2143,0,40.0,9,44386.47,3703.8725,10,6,26,9.0,34,24.0,7.95,12.0
1543,0x2145,0,40.0,9,44386.47,3698.8725,10,6,26,9.0,34,23.0,6.95,12.0
1544,0x2146,0,40.0,9,44386.47,3703.8725,10,6,26,9.0,34,14.0,10.95,12.0
1545,0x2147,0,40.0,9,44386.47,3703.8725,10,6,26,9.0,34,25.0,6.95,12.0
1546,0x2148,1,40.0,9,44386.47,3698.8725,10,6,26,9.0,29,25.0,5.95,12.0
1547,0x2149,1,40.0,9,44386.47,3703.8725,10,6,26,9.0,38,25.0,11.95,12.0
1548,0x215a,1,35.0,6,11245.11,937.0925,3,6,11,0.0,12,13.0,8.01,1.0
1550,0x215c,1,35.0,6,11245.11,1173.0925000000002,3,6,11,0.0,12,10.0,8.01,1.0
1551,0x215d,1,35.0,6,11245.11,1173.0925000000002,3,6,11,0.0,12,13.0,8.01,1.0
1552,0x215f,1,36.0,6,11245.11,1173.0925000000002,3,6,11,0.0,10,14.0,2.01,6.0
1554,0x2166,1,39.0,0,98197.74,8005.145,5,6,6,3.0,30,7.0,9.09,2.0
1555,0x2168,1,39.0,0,98197.74,8005.145,5,6,6,3.0,30,7.0,9.09,7.0
1556,0x2169,1,39.0,0,98197.74,8005.145,5,6,6,3.0,34,8.0,9.09,7.0
1557,0x216a,1,39.0,0,98197.74,8005.145,5,6,6,3.0,29,8.0,2.09,7.0
1558,0x216b,1,40.0,0,98197.74,8005.145,5,6,6,3.0,34,11.0,9.09,7.0
1562,0x2173,1,21.0,6,30197.28,2516.44,5,7,14,4.0,17,13.0,22.0,5.0
1564,0x2175,1,21.0,6,30197.28,2594.44,5,7,14,4.0,20,13.0,15.0,5.0
1565,0x2176,1,21.0,6,30197.28,2594.44,5,7,14,4.0,20,16.0,17.0,5.0
1566,0x2177,1,21.0,6,30197.28,2594.44,5,7,14,4.0,20,10.0,23.0,5.0
1567,0x2178,1,21.0,6,30197.28,2594.44,5,7,14,4.0,20,13.0,17.0,5.0
1568,0x2179,1,21.0,6,30197.28,2594.44,5,7,14,4.0,20,13.0,20.0,5.0
1569,0x217e,0,18.0,8,31633.54,2930.1283333333336,1,5,8,3.0,8,8.0,9.7,3.0
1570,0x217f,0,18.0,8,31633.54,2930.1283333333336,1,5,8,3.0,8,8.0,9.7,3.0
1571,0x2180,1,18.0,8,31633.54,2930.1283333333336,1,5,8,3.0,8,5.0,9.7,3.0
1572,0x2181,1,18.0,8,31633.54,2930.1283333333336,1,5,8,3.0,8,7.0,9.7,3.0
1573,0x2182,0,18.0,8,31633.54,2930.1283333333336,1,5,8,3.0,3,7.0,9.7,3.0
1574,0x2183,0,18.0,8,31633.54,2930.1283333333336,1,5,8,3.0,8,5.0,9.7,3.0
1576,0x2185,0,18.0,8,31633.54,2930.1283333333336,1,5,8,3.0,8,7.0,9.7,4.0
1578,0x218b,1,31.0,1,118172.63999999998,9932.72,0,2,3,4.0,10,5.0,5.71,1.0
1579,0x218c,1,31.0,1,118172.63999999998,9847.72,0,2,3,4.0,9,8.0,5.71,1.0
1580,0x218d,1,31.0,1,118172.63999999998,9932.72,0,2,3,4.0,10,14.0,5.71,1.0
1581,0x218e,1,31.0,1,118172.63999999998,9847.72,0,2,3,4.0,10,8.0,9.71,1.0
1582,0x218f,1,32.0,1,118172.63999999998,9932.72,0,2,3,4.0,5,8.0,5.71,1.0
1583,0x2190,1,32.0,1,118172.63999999998,9449.41638635422,0,2,3,4.0,10,8.0,2.71,1.0
1584,0x2191,1,32.0,1,118172.63999999998,9449.41638635422,0,2,3,4.0,10,8.0,5.71,1.0
1585,0x2196,0,34.0,7,19623.18,1635.265,9,8,26,2.0,17,14.0,11.26,11.0
1586,0x2197,0,34.0,7,19623.18,1806.265,9,8,26,2.0,13,14.0,11.26,11.0
1588,0x2199,1,35.0,7,19623.18,1806.265,9,8,26,2.0,19,14.0,11.26,11.0
1590,0x219c,0,35.0,7,19623.18,1806.265,9,8,26,2.0,22,14.0,11.26,16.0
1591,0x219d,0,35.0,7,19623.18,1635.265,9,8,26,2.0,17,11.0,11.26,16.0
1592,0x21a2,1,32.0,9,63197.26,5042.4383333333335,6,3,13,3.0,15,15.0,13.43,8.0
1593,0x21a3,1,32.0,9,63197.26,5042.4383333333335,6,3,13,3.0,10,15.0,13.43,8.0
1594,0x21a4,1,32.0,9,63197.26,5042.4383333333335,6,3,13,3.0,15,15.0,13.43,8.0
1595,0x21a5,1,32.0,9,63197.26,5266.4383333333335,6,3,13,3.0,15,15.0,13.43,8.0
1596,0x21a6,1,32.0,9,63197.26,5042.4383333333335,6,3,13,3.0,15,15.0,13.43,12.0
1598,0x21a8,1,32.0,12,63197.26,5042.4383333333335,6,3,13,3.0,15,16.0,13.43,12.0
1599,0x21a9,1,32.0,9,63197.26,5042.4383333333335,6,3,13,3.0,16,12.0,13.43,12.0
1600,0x21ae,1,35.0,6,10007.815,757.9845833333335,4,4,8,7.0,7,8.0,19.16,5.0
1601,0x21b0,1,35.0,6,10007.815,833.9845833333334,4,4,8,7.0,11,8.0,17.16,6.0
1602,0x21b1,1,35.0,6,10007.815,757.9845833333335,4,4,8,7.0,7,8.0,17.16,5.0
1603,0x21b2,1,35.0,6,10007.815,757.9845833333335,4,4,8,7.0,8,8.0,17.16,5.0
1604,0x21b3,1,35.0,6,10007.815,757.9845833333335,4,4,8,7.0,7,11.0,17.16,7.0
1605,0x21b4,1,36.0,6,10007.815,757.9845833333335,4,4,8,7.0,4,8.0,17.16,7.0
1607,0x21bb,1,27.0,5,121688.04,10006.67,7,3,12,4.0,20,13.0,0.66,2.0
1608,0x21bc,1,27.0,5,121688.04,10006.67,7,3,12,4.0,20,15.0,0.66,2.0
1609,0x21bd,1,27.0,5,121688.04,10140.67,7,3,12,4.0,20,14.0,0.66,2.0
1610,0x21be,1,27.0,5,121688.04,10006.67,7,3,12,4.0,20,15.0,0.66,4.0
1613,0x21c1,1,28.0,5,121688.04,10006.67,7,3,12,4.0,20,15.0,0.66,4.0
1615,0x21c8,1,21.0,0,31069.32,2361.11,2,3,12,2.0,14,2.0,7.78,7.0
1616,0x21c9,1,21.0,0,31069.32,2361.11,2,3,12,2.0,19,2.0,7.78,7.0
1617,0x21ca,1,21.0,0,31069.32,2361.11,2,3,12,2.0,14,2.0,4.78,7.0
1618,0x21cb,1,21.0,12,31069.32,2361.11,2,3,12,2.0,14,2.0,7.78,7.0
1620,0x21cd,1,21.0,0,31069.32,2361.11,2,3,12,2.0,19,14.0,7.78,7.0
1621,0x21d2,1,38.0,9,72241.02,6020.085,8,4,4,1.0,30,14.0,0.67,4.0
1622,0x21d3,1,38.0,9,72241.02,5751.085,8,4,4,1.0,29,12.0,0.67,4.0
1623,0x21d4,1,38.0,9,72241.02,5751.085,8,4,4,1.0,35,12.0,0.67,4.0
1625,0x21d6,1,39.0,9,72241.02,5751.085,8,4,4,1.0,25,12.0,0.67,7.0
1626,0x21d7,1,39.0,9,72241.02,5751.085,8,4,4,1.0,30,12.0,0.67,7.0
1628,0x21d9,1,39.0,9,72241.02,5751.085,8,4,4,1.0,27,12.0,0.67,7.0
1632,0x21ee,0,46.0,8,16953.985,1684.8320833333337,4,5,4,2.0,-2,14.0,10.64,5.0
1633,0x21ef,0,46.0,8,16953.985,1412.8320833333337,4,5,4,2.0,1,4.0,10.64,5.0
1634,0x21f0,0,46.0,8,16953.985,1684.8320833333337,4,5,4,2.0,1,4.0,10.64,5.0
1637,0x21f7,0,21.0,13,125508.36,10559.03,2,3,5,4.0,7,8.0,-3.43,3.0
1638,0x21f8,0,21.0,13,125508.36,10559.03,2,3,5,4.0,7,8.0,3.57,3.0
1639,0x21f9,0,21.0,13,125508.36,10559.03,2,3,5,4.0,7,8.0,3.57,3.0
1640,0x21fa,0,21.0,13,125508.36,10559.03,2,3,5,4.0,9,8.0,-0.4300000000000001,3.0
1641,0x21fb,0,22.0,13,125508.36,10459.03,2,3,5,4.0,6,10.0,3.57,3.0
1642,0x21fc,0,22.0,13,125508.36,10559.03,2,3,5,4.0,8,8.0,3.57,3.0
1643,0x21fd,0,22.0,13,125508.36,10559.03,2,3,5,4.0,7,8.0,3.57,3.0
1644,0x2203,0,16.0,3,7495.305,533.60875,6,5,28,4.0,22,14.0,17.12,10.0
1645,0x2204,0,16.0,3,7495.305,533.60875,6,5,28,4.0,22,14.0,20.12,10.0
1647,0x2207,0,16.0,3,7495.305,533.60875,6,5,28,4.0,22,14.0,17.12,13.0
1648,0x2208,0,16.0,3,7495.305,624.60875,6,5,28,4.0,22,17.0,17.12,13.0
1649,0x2209,0,16.0,3,7495.305,533.60875,6,5,28,4.0,22,14.0,17.12,13.0
1650,0x220e,1,14.0,11,35133.49,2883.790833333333,4,4,8,3.0,16,12.0,7.29,4.0
1651,0x220f,1,14.0,11,35133.49,2883.790833333333,4,4,8,3.0,16,12.0,7.29,4.0
1653,0x2211,1,14.0,11,35133.49,2883.790833333333,4,4,8,3.0,16,12.0,7.29,4.0
1656,0x2214,1,15.0,11,35133.49,2883.790833333333,4,4,8,3.0,16,10.0,7.29,4.0
1657,0x2215,1,15.0,12,35133.49,2883.790833333333,4,4,8,3.0,12,12.0,7.29,4.0
1658,0x221a,1,48.0,9,16866.5,1405.5416666666667,4,4,19,1.0,31,12.0,1.31,4.0
1659,0x221b,1,48.0,9,16866.5,1615.541666666667,4,4,19,1.0,27,12.0,1.31,4.0
1660,0x221c,1,48.0,9,16866.5,1615.541666666667,4,4,19,1.0,24,12.0,-3.69,4.0
1662,0x221e,1,48.0,9,16866.5,1615.541666666667,4,4,19,1.0,27,10.0,1.31,6.0
1663,0x221f,1,48.0,9,16866.5,1405.5416666666667,4,4,19,1.0,27,14.0,1.31,6.0
1664,0x2220,1,48.0,9,16866.5,1405.5416666666667,4,4,19,1.0,27,12.0,1.31,6.0
1665,0x2221,1,49.0,9,16866.5,1615.541666666667,4,4,19,1.0,27,12.0,1.31,6.0
1666,0x2226,1,33.0,0,18969.19,1849.765833333333,1,7,8,0.0,13,11.0,3.36,2.0
1667,0x2227,1,33.0,12,18969.19,1849.765833333333,1,7,8,0.0,13,9.0,3.36,2.0
1669,0x2229,0,33.0,0,18969.19,1580.7658333333331,1,7,8,0.0,13,9.0,3.36,2.0
1670,0x222a,0,33.0,0,18969.19,1849.765833333333,1,7,8,0.0,13,9.0,3.36,2.0
1671,0x222b,0,33.0,0,18969.19,1849.765833333333,1,7,8,0.0,12,9.0,3.36,2.0
1673,0x222d,0,33.0,0,18969.19,1849.765833333333,1,7,8,0.0,13,9.0,3.36,4.0
1674,0x2233,1,55.0,4,36154.19,3247.849166666667,5,3,3,2.0,9,8.0,8.39,2.0
1675,0x2234,1,55.0,12,36154.19,3012.849166666667,5,3,3,2.0,14,8.0,16.39,2.0
1676,0x2236,1,55.0,4,36154.19,3012.849166666667,5,3,3,2.0,9,8.0,10.39,2.0
1679,0x2239,1,55.0,4,36154.19,3247.849166666667,5,3,3,2.0,9,8.0,10.39,2.0
1680,0x223e,1,31.0,5,51113.85000000001,4259.487500000001,7,9,30,9.0,33,26.0,20.82,9.0
1681,0x223f,1,31.0,5,51113.85000000001,4356.4875,7,9,30,9.0,33,25.0,20.82,9.0
1682,0x2240,1,31.0,5,51113.85000000001,4259.487500000001,7,9,30,9.0,33,25.0,21.82,9.0
1684,0x2242,1,31.0,5,51113.85000000001,4356.4875,7,9,30,9.0,33,26.0,20.82,9.0
1685,0x2243,1,31.0,5,51113.85000000001,4356.4875,7,9,30,9.0,33,25.0,20.82,9.0
1686,0x2244,1,31.0,5,51113.85000000001,4356.4875,7,9,30,9.0,34,25.0,20.82,9.0
